spp,t_c,block,sample,type,date,time,Mod Int,Det Gain,Sat Flash Int,Sat PW,Flash Mode,Far Red Mode,Far Red Int,Far Red Dur,Pre-Actinic Mode,Actinic Dur,Ke,Kq,PAR Corr,F',Fm',yield,ETR,PAR,Temp
CO,T,A,8,1p Y(II),9/28/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,840,2465,0.659,33.2,120,25
CO,T,A,1,1p Y(II),9/28/16,10:05,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,317,667,0.524,26.4,120,25
CO,T,A,2,1p Y(II),9/28/16,10:05,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,474,1300,0.635,32,120,25
CO,T,A,3,1p Y(II),9/28/16,10:05,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,360,417,0.136,6.8,120,25
CO,T,A,4,1p Y(II),9/28/16,10:06,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,819,2068,0.603,30.3,120,25
CO,T,A,5,1p Y(II),9/28/16,10:06,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,505,1384,0.635,32,120,25
CO,T,A,6,1p Y(II),9/28/16,10:06,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,421,1123,0.625,31.5,120,25
CO,T,A,7,1p Y(II),9/28/16,10:06,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,292,874,0.665,33.5,120,25
CO,T,A,8,1p Y(II),9/28/16,10:07,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,527,1589,0.668,33.6,120,25
CO,T,A,1,1p Y(II),9/30/16,8:13,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,784,1990,0.606,30.5,120,25
CO,T,A,2,1p Y(II),9/30/16,8:13,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,196,556,0.647,32.6,120,25
CO,T,A,3,1p Y(II),9/30/16,8:13,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,385,856,0.55,27.7,120,25
CO,T,A,4,1p Y(II),9/30/16,8:13,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,594,986,0.397,20,120,25
CO,T,A,5,1p Y(II),9/30/16,8:13,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,893,2531,0.647,32.6,120,25
CO,T,A,6,1p Y(II),9/30/16,8:14,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,303,875,0.653,32.9,120,25
CO,T,A,7,1p Y(II),9/30/16,8:15,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,444,1457,0.695,35,120,25
CO,T,A,8,1p Y(II),9/30/16,8:15,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,732,2026,0.638,32.1,120,25
CO,T,A,1,1p Y(II),9/30/16,9:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,330,794,0.584,29.4,120,25
CO,T,A,2,1p Y(II),9/30/16,9:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,620,1072,0.421,21.2,120,25
CO,T,A,3,1p Y(II),9/30/16,9:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,443,1002,0.557,28,120,25
CO,T,A,4,1p Y(II),9/30/16,9:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,394,753,0.476,23.9,120,25
CO,T,A,5,1p Y(II),9/30/16,9:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,327,687,0.524,26.4,120,25
CO,T,A,6,1p Y(II),9/30/16,9:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,615,1596,0.614,30.9,120,25
CO,T,A,7,1p Y(II),9/30/16,9:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,234,608,0.615,30.9,120,25
CO,T,A,8,1p Y(II),9/30/16,9:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,444,865,0.486,24.4,120,25
CO,T,B,1,1p Y(II),9/21/16,8:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,130,382,0.659,33.2,120,25
CO,T,B,2,1p Y(II),9/21/16,8:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,710,1824,0.61,30.7,120,25
CO,T,B,3,1p Y(II),9/21/16,8:57,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,501,1383,0.637,32.1,120,25
CO,T,B,4,1p Y(II),9/21/16,8:57,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,311,915,0.66,33.2,120,25
CO,T,B,5,1p Y(II),9/21/16,8:57,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,155,425,0.635,32,120,25
CO,T,B,6,1p Y(II),9/21/16,8:57,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,257,774,0.667,33.6,120,25
CO,T,B,7,1p Y(II),9/21/16,8:57,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,341,956,0.643,32.4,120,25
CO,T,B,8,1p Y(II),9/21/16,8:57,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,501,1455,0.655,33,120,25
CO,T,B,1,1p Y(II),9/21/16,10:10,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,342,865,0.604,30.4,120,25
CO,T,B,2,1p Y(II),9/21/16,10:10,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,324,880,0.631,31.8,120,25
CO,T,B,3,1p Y(II),9/21/16,10:10,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,487,1268,0.615,30.9,120,25
CO,T,B,4,1p Y(II),9/21/16,10:10,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,999,2837,0.647,32.6,120,25
CO,T,B,5,1p Y(II),9/21/16,10:11,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,142,366,0.612,30.8,120,25
CO,T,B,6,1p Y(II),9/21/16,10:11,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,417,1108,0.623,31.3,120,25
CO,T,B,7,1p Y(II),9/21/16,10:11,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,844,2537,0.667,33.6,120,25
CO,T,B,8,1p Y(II),9/21/16,10:11,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,819,2407,0.659,33.2,120,25
CO,T,B,1,1p Y(II),9/23/16,9:02,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1144,3279,0.651,32.8,120,25
CO,T,B,2,1p Y(II),9/23/16,9:02,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,416,1228,0.661,33.3,120,25
CO,T,B,3,1p Y(II),9/23/16,9:02,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,737,2172,0.66,33.2,120,25
CO,T,B,4,1p Y(II),9/23/16,9:02,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1131,2710,0.582,29.3,120,25
CO,T,B,5,1p Y(II),9/23/16,9:02,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1001,2833,0.646,32.5,120,25
CO,T,B,6,1p Y(II),9/23/16,9:03,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,655,1979,0.669,33.7,120,25
CO,T,B,7,1p Y(II),9/23/16,9:03,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,573,1619,0.646,32.5,120,25
CO,T,B,8,1p Y(II),9/23/16,9:03,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1360,3419,0.602,30.3,120,25
CO,T,B,1,1p Y(II),9/23/16,10:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,790,2152,0.632,31.8,120,25
CO,T,B,2,1p Y(II),9/23/16,10:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,918,2224,0.587,29.5,120,25
CO,T,B,3,1p Y(II),9/23/16,10:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,589,1580,0.627,31.5,120,25
CO,T,B,4,1p Y(II),9/23/16,10:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1255,2856,0.56,28.2,120,25
CO,T,B,5,1p Y(II),9/23/16,10:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,354,934,0.62,31.2,120,25
CO,T,B,6,1p Y(II),9/23/16,10:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1241,3366,0.631,31.8,120,25
CO,T,B,7,1p Y(II),9/23/16,10:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,274,738,0.628,31.6,120,25
CO,T,B,8,1p Y(II),9/23/16,10:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,868,2106,0.587,29.5,120,25
CO,T,B,1,1p Y(II),9/26/16,8:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,569,1492,0.618,31.1,120,25
CO,T,B,2,1p Y(II),9/26/16,8:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,724,2089,0.653,32.9,120,25
CO,T,B,3,1p Y(II),9/26/16,8:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,724,2089,0.653,32.9,120,25
CO,T,B,4,1p Y(II),9/26/16,8:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,129,344,0.625,31.5,120,25
CO,T,B,5,1p Y(II),9/26/16,8:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,807,1922,0.58,29.2,120,25
CO,T,B,6,1p Y(II),9/26/16,8:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,729,1259,0.42,21.1,120,25
CO,T,B,7,1p Y(II),9/26/16,8:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,884,1712,0.483,24.3,120,25
CO,T,B,8,1p Y(II),9/26/16,8:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,975,2666,0.634,31.9,120,25
CO,T,B,1,1p Y(II),9/26/16,9:37,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1004,2460,0.591,29.7,120,25
CO,T,B,2,1p Y(II),9/26/16,9:37,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,625,1641,0.619,31.1,120,25
CO,T,B,3,1p Y(II),9/26/16,9:37,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,395,1022,0.613,30.8,120,25
CO,T,B,4,1p Y(II),9/26/16,9:37,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,139,276,0.496,24.9,120,25
CO,T,B,5,1p Y(II),9/26/16,9:37,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,922,2421,0.619,31.1,120,25
CO,T,B,6,1p Y(II),9/26/16,9:37,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,667,1626,0.589,29.6,120,25
CO,T,B,7,1p Y(II),9/26/16,9:38,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,362,952,0.619,31.1,120,25
CO,T,B,8,1p Y(II),9/26/16,9:38,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,489,1082,0.548,27.6,120,25
CO,T,B,1,1p Y(II),9/28/16,9:55,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,312,765,0.592,29.8,120,25
CO,T,B,2,1p Y(II),9/28/16,9:55,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,295,612,0.517,26,120,25
CO,T,B,3,1p Y(II),9/28/16,9:55,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,281,761,0.63,31.7,120,25
CO,T,B,4,1p Y(II),9/28/16,9:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,79,166,0.524,26.4,120,25
CO,T,B,5,1p Y(II),9/28/16,9:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,465,1320,0.647,32.6,120,25
CO,T,B,6,1p Y(II),9/28/16,9:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,788,2126,0.629,31.6,120,25
CO,T,B,7,1p Y(II),9/28/16,9:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,970,2683,0.638,32.1,120,25
CO,T,B,8,1p Y(II),9/28/16,9:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,372,1029,0.638,32.1,120,25
CO,T,B,1,1p Y(II),9/28/16,10:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,505,1397,0.638,32.1,120,25
CO,T,B,2,1p Y(II),9/28/16,10:32,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,307,696,0.558,28.1,120,25
CO,T,B,3,1p Y(II),9/28/16,10:32,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,190,496,0.616,31,120,25
CO,T,B,4,1p Y(II),9/28/16,10:32,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,609,1500,0.594,29.9,120,25
CO,T,B,5,1p Y(II),9/28/16,10:33,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,195,498,0.608,30.6,120,25
CO,T,B,6,1p Y(II),9/28/16,10:33,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,546,1489,0.633,31.8,120,25
CO,T,B,7,1p Y(II),9/28/16,10:33,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,311,812,0.616,31,120,25
CO,T,B,8,1p Y(II),9/28/16,10:33,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,190,501,0.62,31.2,120,25
CO,T,B,1,1p Y(II),9/30/16,8:32,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,233,593,0.607,30.5,120,25
CO,T,B,2,1p Y(II),9/30/16,8:32,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,436,943,0.537,27,120,25
CO,T,B,3,1p Y(II),9/30/16,8:32,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,606,1581,0.616,31,120,25
CO,T,B,4,1p Y(II),9/30/16,8:32,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,168,352,0.522,26.3,120,25
CO,T,B,5,1p Y(II),9/30/16,8:33,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,761,2150,0.646,32.5,120,25
CO,T,B,6,1p Y(II),9/30/16,8:33,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,487,1094,0.554,27.9,120,25
CO,T,B,7,1p Y(II),9/30/16,8:33,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,515,1061,0.514,25.8,120,25
CO,T,B,8,1p Y(II),9/30/16,8:33,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,565,1464,0.614,30.9,120,25
CO,T,B,1,1p Y(II),9/30/16,9:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,900,2128,0.577,29,120,25
CO,T,B,2,1p Y(II),9/30/16,9:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,691,1425,0.515,25.9,120,25
CO,T,B,3,1p Y(II),9/30/16,9:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,384,850,0.548,27.6,120,25
CO,T,B,4,1p Y(II),9/30/16,9:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,306,458,0.331,16.6,120,25
CO,T,B,5,1p Y(II),9/30/16,9:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,751,1756,0.572,28.8,120,25
CO,T,B,6,1p Y(II),9/30/16,9:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,746,1763,0.576,29,120,25
CO,T,B,7,1p Y(II),9/30/16,9:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,235,406,0.421,21.2,120,25
CO,T,B,8,1p Y(II),9/30/16,9:32,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,425,1015,0.581,29.2,120,25
CO,C,A,1,1p Y(II),9/21/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,999,2801,0.643,32.4,120,25
CO,C,A,2,1p Y(II),9/21/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,415,1130,0.632,31.8,120,25
CO,C,A,3,1p Y(II),9/21/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,606,1535,0.605,30.4,120,25
CO,C,A,4,1p Y(II),9/21/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,817,2334,0.649,32.7,120,25
CO,C,A,5,1p Y(II),9/21/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,789,2093,0.623,31.3,120,25
CO,C,A,6,1p Y(II),9/21/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,320,901,0.644,32.4,120,25
CO,C,A,7,1p Y(II),9/21/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,411,1154,0.643,32.4,120,25
CO,C,A,8,1p Y(II),9/21/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,696,1919,0.637,32.1,120,25
CO,C,A,1,1p Y(II),9/23/16,9:33,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,957,2360,0.594,29.9,120,25
CO,C,A,2,1p Y(II),9/23/16,9:34,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,588,1489,0.605,30.4,120,25
CO,C,A,3,1p Y(II),9/23/16,9:34,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,743,1727,0.569,28.6,120,25
CO,C,A,4,1p Y(II),9/23/16,9:34,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,772,1951,0.604,30.4,120,25
CO,C,A,5,1p Y(II),9/23/16,9:34,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,416,929,0.552,27.8,120,25
CO,C,A,6,1p Y(II),9/23/16,9:34,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,722,1943,0.628,31.6,120,25
CO,C,A,7,1p Y(II),9/23/16,9:34,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1113,2923,0.619,31.1,120,25
CO,C,A,8,1p Y(II),9/23/16,9:35,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1228,2916,0.578,29.1,120,25
CO,C,A,1,1p Y(II),9/26/16,8:24,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,397,665,0.403,20.3,120,25
CO,C,A,2,1p Y(II),9/26/16,8:24,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,844,2038,0.585,29.4,120,25
CO,C,A,3,1p Y(II),9/26/16,8:24,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,811,1651,0.508,25.5,120,25
CO,C,A,4,1p Y(II),9/26/16,8:24,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,559,1173,0.523,26.3,120,25
CO,C,A,5,1p Y(II),9/26/16,8:25,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1025,2475,0.585,29.4,120,25
CO,C,A,6,1p Y(II),9/26/16,8:25,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,520,1033,0.496,24.9,120,25
CO,C,A,7,1p Y(II),9/26/16,8:25,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,332,683,0.513,25.8,120,25
CO,C,A,8,1p Y(II),9/26/16,8:25,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,167,308,0.457,23,120,25
CO,C,A,1,1p Y(II),9/28/16,12:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,651,1418,0.54,27.2,120,25
CO,C,A,2,1p Y(II),9/28/16,12:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,234,489,0.521,26.2,120,25
CO,C,A,3,1p Y(II),9/28/16,12:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,536,1113,0.518,26.1,120,25
CO,C,A,4,1p Y(II),9/28/16,12:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,669,1441,0.535,26.9,120,25
CO,C,A,5,1p Y(II),9/28/16,12:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,434,838,0.482,24.2,120,25
CO,C,A,6,1p Y(II),9/28/16,12:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,249,503,0.504,25.3,120,25
CO,C,A,7,1p Y(II),9/28/16,12:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,589,1167,0.495,24.9,120,25
CO,C,A,8,1p Y(II),9/28/16,12:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,621,1241,0.499,25.1,120,25
CO,C,A,1,1p Y(II),9/30/16,8:55,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1373,2666,0.484,24.3,120,25
CO,C,A,2,1p Y(II),9/30/16,8:55,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,863,1755,0.508,25.5,120,25
CO,C,A,3,1p Y(II),9/30/16,8:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,968,1888,0.487,24.5,120,25
CO,C,A,4,1p Y(II),9/30/16,8:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1134,2713,0.582,29.3,120,25
CO,C,A,5,1p Y(II),9/30/16,8:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1164,2575,0.547,27.5,120,25
CO,C,A,6,1p Y(II),9/30/16,8:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,985,2159,0.543,27.3,120,25
CO,C,A,7,1p Y(II),9/30/16,8:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,842,1623,0.481,24.2,120,25
CO,C,A,8,1p Y(II),9/30/16,8:57,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1121,2260,0.503,25.3,120,25
CO,C,B,1,1p Y(II),9/21/16,9:25,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,443,1179,0.624,31.4,120,25
CO,C,B,2,1p Y(II),9/21/16,9:25,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,330,882,0.625,31.5,120,25
CO,C,B,3,1p Y(II),9/21/16,9:25,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,124,263,0.528,26.6,120,25
CO,C,B,4,1p Y(II),9/21/16,9:25,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,353,799,0.558,28.1,120,25
CO,C,B,5,1p Y(II),9/21/16,9:25,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,452,1242,0.636,32,120,25
CO,C,B,6,1p Y(II),9/21/16,9:26,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,511,1392,0.632,31.8,120,25
CO,C,B,7,1p Y(II),9/21/16,9:26,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,545,1454,0.625,31.5,120,25
CO,C,B,8,1p Y(II),9/21/16,9:26,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,277,603,0.54,27.2,120,25
CO,C,B,1,1p Y(II),9/23/16,9:39,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,760,1562,0.513,25.8,120,25
CO,C,B,2,1p Y(II),9/23/16,9:40,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,472,806,0.414,20.8,120,25
CO,C,B,3,1p Y(II),9/23/16,9:40,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,590,1392,0.576,29,120,25
CO,C,B,4,1p Y(II),9/23/16,9:40,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,666,1281,0.48,24.1,120,25
CO,C,B,5,1p Y(II),9/23/16,9:40,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,500,1247,0.599,30.1,120,25
CO,C,B,6,1p Y(II),9/23/16,9:40,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,417,1047,0.601,30.2,120,25
CO,C,B,7,1p Y(II),9/23/16,9:40,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,441,961,0.541,27.2,120,25
CO,C,B,8,1p Y(II),9/23/16,9:40,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,679,1330,0.489,24.6,120,25
CO,C,B,1,1p Y(II),9/26/16,8:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1003,2089,0.519,26.1,120,25
CO,C,B,2,1p Y(II),9/26/16,8:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,566,996,0.431,21.7,120,25
CO,C,B,3,1p Y(II),9/26/16,8:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,822,1346,0.389,19.5,120,25
CO,C,B,4,1p Y(II),9/26/16,8:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,920,1931,0.523,26.3,120,25
CO,C,B,5,1p Y(II),9/26/16,8:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,895,1966,0.544,27.4,120,25
CO,C,B,6,1p Y(II),9/26/16,8:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,807,1516,0.467,23.5,120,25
CO,C,B,7,1p Y(II),9/26/16,8:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,840,2331,0.639,32.1,120,25
CO,C,B,8,1p Y(II),9/26/16,8:32,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,897,1778,0.495,24.9,120,25
CO,C,B,1,1p Y(II),9/28/16,12:16,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,274,523,0.476,23.9,120,25
CO,C,B,2,1p Y(II),9/28/16,12:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,645,1102,0.414,20.8,120,25
CO,C,B,3,1p Y(II),9/28/16,12:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,546,1114,0.509,25.6,120,25
CO,C,B,4,1p Y(II),9/28/16,12:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,238,417,0.429,21.6,120,25
CO,C,B,5,1p Y(II),9/28/16,12:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,802,1898,0.577,29,120,25
CO,C,B,6,1p Y(II),9/28/16,12:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,557,1108,0.497,25,120,25
CO,C,B,7,1p Y(II),9/28/16,12:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,464,874,0.469,23.6,120,25
CO,C,B,8,1p Y(II),9/28/16,12:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,452,816,0.446,22.4,120,25
CO,C,B,1,1p Y(II),9/30/16,9:02,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,862,1397,0.382,19.2,120,25
CO,C,B,2,1p Y(II),9/30/16,9:02,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,869,1477,0.411,20.7,120,25
CO,C,B,3,1p Y(II),9/30/16,9:02,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,918,1710,0.463,23.3,120,25
CO,C,B,4,1p Y(II),9/30/16,9:02,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,918,1710,0.463,23.3,120,25
